County Name/State Abbreviation,Year,Force,Employed,Unemployed,(%)
"Ohio County, WV",2013,"21,330     ","20,120     ","1,210     ",5.7     
"Pendleton County, WV",2013,"3,579     ","3,384     ",195     ,5.4     
"Pleasants County, WV",2013,"2,893     ","2,682     ",211     ,7.3     
"Pocahontas County, WV",2013,"3,595     ","3,287     ",308     ,8.6     
"Preston County, WV",2013,"14,631     ","13,675     ",956     ,6.5     
"Putnam County, WV",2013,"25,958     ","24,485     ","1,473     ",5.7     
"Raleigh County, WV",2013,"31,791     ","29,478     ","2,313     ",7.3     
"Randolph County, WV",2013,"11,921     ","11,061     ",860     ,7.2     
"Ritchie County, WV",2013,"4,555     ","4,276     ",279     ,6.1     
"Roane County, WV",2013,"5,358     ","4,803     ",555     ,10.4     
"Summers County, WV",2013,"4,550     ","4,203     ",347     ,7.6     
"Taylor County, WV",2013,"7,758     ","7,320     ",438     ,5.6     
"Tucker County, WV",2013,"3,272     ","3,049     ",223     ,6.8     
"Tyler County, WV",2013,"3,632     ","3,315     ",317     ,8.7     
"Upshur County, WV",2013,"9,610     ","8,927     ",683     ,7.1     
"Wayne County, WV",2013,"16,041     ","14,931     ","1,110     ",6.9     
"Webster County, WV",2013,"3,515     ","3,153     ",362     ,10.3     
"Wetzel County, WV",2013,"7,282     ","6,620     ",662     ,9.1     
"Wirt County, WV",2013,"2,318     ","2,083     ",235     ,10.1     
"Wood County, WV",2013,"38,447     ","36,064     ","2,383     ",6.2     
"Wyoming County, WV",2013,"8,288     ","7,522     ",766     ,9.2     
"Adams County, WI",2013,"8,728     ","7,779     ",949     ,10.9     
"Ashland County, WI",2013,"8,163     ","7,416     ",747     ,9.2     
"Barron County, WI",2013,"23,647     ","21,874     ","1,773     ",7.5     
"Bayfield County, WI",2013,"7,760     ","6,907     ",853     ,11.0     
"Brown County, WI",2013,"138,066     ","129,516     ","8,550     ",6.2     
"Buffalo County, WI",2013,"6,553     ","6,123     ",430     ,6.6     
"Burnett County, WI",2013,"7,488     ","6,852     ",636     ,8.5     
"Calumet County, WI",2013,"27,185     ","25,755     ","1,430     ",5.3     
"Chippewa County, WI",2013,"32,982     ","30,759     ","2,223     ",6.7     
"Clark County, WI",2013,"17,132     ","15,923     ","1,209     ",7.1     
"Columbia County, WI",2013,"31,237     ","29,196     ","2,041     ",6.5     
"Crawford County, WI",2013,"8,125     ","7,460     ",665     ,8.2     
"Dane County, WI",2013,"301,195     ","287,098     ","14,097     ",4.7     
"Dodge County, WI",2013,"47,383     ","44,132     ","3,251     ",6.9     
"Door County, WI",2013,"15,744     ","14,190     ","1,554     ",9.9     
"Douglas County, WI",2013,"23,577     ","22,015     ","1,562     ",6.6     
"Dunn County, WI",2013,"23,549     ","22,052     ","1,497     ",6.4     
"Eau Claire County, WI",2013,"57,929     ","54,655     ","3,274     ",5.7     
"Florence County, WI",2013,"2,197     ","2,015     ",182     ,8.3     
"Fond du Lac County, WI",2013,"57,078     ","53,569     ","3,509     ",6.1     
"Forest County, WI",2013,"4,081     ","3,634     ",447     ,11.0     
"Grant County, WI",2013,"27,657     ","26,027     ","1,630     ",5.9     
"Green County, WI",2013,"20,864     ","19,672     ","1,192     ",5.7     
"Green Lake County, WI",2013,"10,208     ","9,398     ",810     ,7.9     
"Iowa County, WI",2013,"13,547     ","12,670     ",877     ,6.5     
"Iron County, WI",2013,"2,728     ","2,436     ",292     ,10.7     
"Jackson County, WI",2013,"10,149     ","9,433     ",716     ,7.1     
"Jefferson County, WI",2013,"45,919     ","43,042     ","2,877     ",6.3     
"Juneau County, WI",2013,"13,481     ","12,386     ","1,095     ",8.1     
"Kenosha County, WI",2013,"86,956     ","80,302     ","6,654     ",7.7     
"Kewaunee County, WI",2013,"10,937     ","10,239     ",698     ,6.4     
"La Crosse County, WI",2013,"66,779     ","63,242     ","3,537     ",5.3     
"Lafayette County, WI",2013,"9,350     ","8,846     ",504     ,5.4     
"Langlade County, WI",2013,"9,815     ","8,923     ",892     ,9.1     
"Lincoln County, WI",2013,"15,184     ","13,919     ","1,265     ",8.3     
"Manitowoc County, WI",2013,"42,702     ","39,554     ","3,148     ",7.4     
"Marathon County, WI",2013,"72,138     ","67,302     ","4,836     ",6.7     
"Marinette County, WI",2013,"21,453     ","19,754     ","1,699     ",7.9     
"Marquette County, WI",2013,"7,511     ","6,877     ",634     ,8.4     
"Menominee County, WI",2013,"1,573     ","1,324     ",249     ,15.8     
"Milwaukee County, WI",2013,"479,081     ","438,864     ","40,217     ",8.4     
"Monroe County, WI",2013,"22,766     ","21,199     ","1,567     ",6.9     
"Oconto County, WI",2013,"20,460     ","18,882     ","1,578     ",7.7     
"Oneida County, WI",2013,"18,598     ","17,004     ","1,594     ",8.6     
"Outagamie County, WI",2013,"100,507     ","94,378     ","6,129     ",6.1     
"Ozaukee County, WI",2013,"47,537     ","45,048     ","2,489     ",5.2     
"Pepin County, WI",2013,"4,031     ","3,803     ",228     ,5.7     
"Pierce County, WI",2013,"24,001     ","22,737     ","1,264     ",5.3     
"Polk County, WI",2013,"24,314     ","22,583     ","1,731     ",7.1     
"Portage County, WI",2013,"38,959     ","36,267     ","2,692     ",6.9     
"Price County, WI",2013,"6,857     ","6,385     ",472     ,6.9     
"Racine County, WI",2013,"99,753     ","91,452     ","8,301     ",8.3     
"Richland County, WI",2013,"9,350     ","8,782     ",568     ,6.1     
"Rock County, WI",2013,"82,187     ","75,851     ","6,336     ",7.7     
"Rusk County, WI",2013,"6,736     ","6,161     ",575     ,8.5     
"St. Croix County, WI",2013,"47,822     ","45,251     ","2,571     ",5.4     
"Sauk County, WI",2013,"35,393     ","33,180     ","2,213     ",6.3     
"Sawyer County, WI",2013,"8,191     ","7,295     ",896     ,10.9     
"Shawano County, WI",2013,"21,471     ","19,869     ","1,602     ",7.5     
"Sheboygan County, WI",2013,"60,771     ","57,074     ","3,697     ",6.1     
"Taylor County, WI",2013,"10,992     ","10,286     ",706     ,6.4     
"Trempealeau County, WI",2013,"16,418     ","15,501     ",917     ,5.6     
"Vernon County, WI",2013,"15,138     ","14,235     ",903     ,6.0     
"Vilas County, WI",2013,"10,183     ","9,152     ","1,031     ",10.1     
"Walworth County, WI",2013,"56,806     ","52,919     ","3,887     ",6.8     
"Washburn County, WI",2013,"8,000     ","7,406     ",594     ,7.4     
"Washington County, WI",2013,"75,277     ","70,976     ","4,301     ",5.7     
"Waukesha County, WI",2013,"219,067     ","207,002     ","12,065     ",5.5     
"Waupaca County, WI",2013,"27,363     ","25,362     ","2,001     ",7.3     
"Waushara County, WI",2013,"11,830     ","10,816     ","1,014     ",8.6     
"Winnebago County, WI",2013,"91,686     ","85,833     ","5,853     ",6.4     
"Wood County, WI",2013,"39,015     ","36,179     ","2,836     ",7.3     
"Albany County, WY",2013,"20,692     ","19,916     ",776     ,3.8     
"Big Horn County, WY",2013,"5,583     ","5,293     ",290     ,5.2     
"Campbell County, WY",2013,"25,698     ","24,607     ","1,091     ",4.2     
"Carbon County, WY",2013,"8,378     ","8,016     ",362     ,4.3     
"Converse County, WY",2013,"8,108     ","7,811     ",297     ,3.7     
"Crook County, WY",2013,"3,691     ","3,527     ",164     ,4.4     
"Fremont County, WY",2013,"21,046     ","19,848     ","1,198     ",5.7     
"Goshen County, WY",2013,"7,333     ","7,025     ",308     ,4.2     
"Hot Springs County, WY",2013,"2,557     ","2,436     ",121     ,4.7     
"Johnson County, WY",2013,"4,478     ","4,251     ",227     ,5.1     
"Laramie County, WY",2013,"48,587     ","46,258     ","2,329     ",4.8     
"Lincoln County, WY",2013,"8,165     ","7,697     ",468     ,5.7     
"Natrona County, WY",2013,"43,105     ","41,150     ","1,955     ",4.5     
"Niobrara County, WY",2013,"1,381     ","1,332     ",49     ,3.5     
"Park County, WY",2013,"15,864     ","15,056     ",808     ,5.1     
"Platte County, WY",2013,"4,804     ","4,593     ",211     ,4.4     
"Sheridan County, WY",2013,"15,792     ","14,923     ",869     ,5.5     
"Sublette County, WY",2013,"5,081     ","4,842     ",239     ,4.7     
"Sweetwater County, WY",2013,"23,883     ","22,838     ","1,045     ",4.4     
"Teton County, WY",2013,"14,107     ","13,318     ",789     ,5.6     
"Uinta County, WY",2013,"9,960     ","9,435     ",525     ,5.3     
"Washakie County, WY",2013,"4,362     ","4,146     ",216     ,5.0     
"Weston County, WY",2013,"3,956     ","3,814     ",142     ,3.6     
"Adjuntas Municipio, PR",2013,"4,814     ","3,702     ","1,112     ",23.1     
"Aguada Municipio, PR",2013,"12,355     ","10,071     ","2,284     ",18.5     
"Aguadilla Municipio, PR",2013,"15,382     ","12,693     ","2,689     ",17.5     
"Aguas Buenas Municipio, PR",2013,"7,117     ","5,921     ","1,196     ",16.8     
"Aibonito Municipio, PR",2013,"7,012     ","5,816     ","1,196     ",17.1     
"Anasco Municipio, PR",2013,"9,259     ","7,554     ","1,705     ",18.4     
"Arecibo Municipio, PR",2013,"25,281     ","21,338     ","3,943     ",15.6     
"Arroyo Municipio, PR",2013,"5,661     ","4,227     ","1,434     ",25.3     
"Barceloneta Municipio, PR",2013,"6,321     ","4,964     ","1,357     ",21.5     
"Barranquitas Municipio, PR",2013,"7,725     ","6,527     ","1,198     ",15.5     
"Bayamon Municipio, PR",2013,"69,653     ","62,613     ","7,040     ",10.1     
"Cabo Rojo Municipio, PR",2013,"14,878     ","11,878     ","3,000     ",20.2     
"Caguas Municipio, PR",2013,"50,558     ","44,534     ","6,024     ",11.9     
"Camuy Municipio, PR",2013,"9,990     ","8,486     ","1,504     ",15.1     
"Canovanas Municipio, PR",2013,"16,427     ","14,276     ","2,151     ",13.1     
"Carolina Municipio, PR",2013,"64,572     ","58,444     ","6,128     ",9.5     
"Catano Municipio, PR",2013,"8,470     ","7,366     ","1,104     ",13.0     
"Cayey Municipio, PR",2013,"16,912     ","14,616     ","2,296     ",13.6     
"Ceiba Municipio, PR",2013,"4,195     ","3,437     ",758     ,18.1     
"Ciales Municipio, PR",2013,"4,465     ","3,317     ","1,148     ",25.7     
"Cidra Municipio, PR",2013,"16,280     ","14,210     ","2,070     ",12.7     
"Coamo Municipio, PR",2013,"11,414     ","9,106     ","2,308     ",20.2     
"Comerio Municipio, PR",2013,"5,492     ","4,395     ","1,097     ",20.0     
"Corozal Municipio, PR",2013,"9,748     ","8,285     ","1,463     ",15.0     
"Culebra Municipio, PR",2013,850     ,793     ,57     ,6.7     
"Dorado Municipio, PR",2013,"12,844     ","11,707     ","1,137     ",8.9     
"Fajardo Municipio, PR",2013,"12,255     ","10,154     ","2,101     ",17.1     
"Florida Municipio, PR",2013,"3,696     ","2,924     ",772     ,20.9     
"Guanica Municipio, PR",2013,"4,776     ","3,503     ","1,273     ",26.7     
"Guayama Municipio, PR",2013,"12,982     ","10,159     ","2,823     ",21.7     
"Guayanilla Municipio, PR",2013,"5,696     ","4,443     ","1,253     ",22.0     
"Guaynabo Municipio, PR",2013,"37,826     ","35,532     ","2,294     ",6.1     
"Gurabo Municipio, PR",2013,"17,235     ","15,394     ","1,841     ",10.7     
"Hatillo Municipio, PR",2013,"13,423     ","11,264     ","2,159     ",16.1     
"Hormigueros Municipio, PR",2013,"5,859     ","4,863     ",996     ,17.0     
"Humacao Municipio, PR",2013,"18,539     ","15,140     ","3,399     ",18.3     
"Isabela Municipio, PR",2013,"12,116     ","10,012     ","2,104     ",17.4     
"Jayuya Municipio, PR",2013,"4,374     ","3,574     ",800     ,18.3     
"Juana Diaz Municipio, PR",2013,"16,078     ","13,566     ","2,512     ",15.6     
"Juncos Municipio, PR",2013,"12,703     ","10,729     ","1,974     ",15.5     
"Lajas Municipio, PR",2013,"6,224     ","4,520     ","1,704     ",27.4     
"Lares Municipio, PR",2013,"8,092     ","6,088     ","2,004     ",24.8     
"Las Marias Municipio, PR",2013,"3,106     ","2,357     ",749     ,24.1     
"Las Piedras Municipio, PR",2013,"11,794     ","9,724     ","2,070     ",17.6     
"Loiza Municipio, PR",2013,"9,120     ","7,979     ","1,141     ",12.5     
"Luquillo Municipio, PR",2013,"6,796     ","5,513     ","1,283     ",18.9     
"Manati Municipio, PR",2013,"12,064     ","10,407     ","1,657     ",13.7     
"Maricao Municipio, PR",2013,"2,129     ","1,679     ",450     ,21.1     
"Maunabo Municipio, PR",2013,"3,221     ","2,524     ",697     ,21.6     
"Mayaguez Municipio, PR",2013,"25,197     ","20,390     ","4,807     ",19.1     
"Moca Municipio, PR",2013,"11,132     ","8,933     ","2,199     ",19.8     
"Morovis Municipio, PR",2013,"8,706     ","7,030     ","1,676     ",19.3     
"Naguabo Municipio, PR",2013,"8,518     ","7,126     ","1,392     ",16.3     
"Naranjito Municipio, PR",2013,"7,670     ","6,403     ","1,267     ",16.5     
"Orocovis Municipio, PR",2013,"5,542     ","4,506     ","1,036     ",18.7     
"Patillas Municipio, PR",2013,"5,139     ","3,886     ","1,253     ",24.4     
"Penuelas Municipio, PR",2013,"6,682     ","5,309     ","1,373     ",20.5     
